hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
Wide Grip Lat Pulldown,https://www.youtube.com/watch?v=LrLQHJGoGQ4,WEIGHT,seating,low,,"The exercise 'משיכה בפולי אחיזה רחבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=VFYgDIrs7j4,WEIGHT,standing,medium,פולאובר בפולי חבל,"The exercise 'פולאובר בפולי חבל' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=9UIcagXyXks,WEIGHT,standing,medium,סקוואט גובלט,"The exercise 'סקוואט גובלט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סטפ-אפ קופסא בפולי תחתון,,,standing,hard,סטפ-אפ קופסא בפולי תחתון,"The exercise 'סטפ-אפ קופסא בפולי תחתון' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סטפ-אפ קופסא בפולי תחתון' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=lkJABa-32p0,WEIGHT,,medium,חתירה-רחבה בפולי,"The exercise 'חתירה-רחבה בפולי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי עליון ידיות איבר-בודד בהצלבה,,,standing,medium,פשיטת-מרפקים בפולי עליון ידיות איבר-בודד בהצלבה,"The exercise 'פשיטת-מרפקים בפולי עליון ידיות איבר-בודד בהצלבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי עליון ידיות איבר-בודד בהצלבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פולאובר בפולי מוט בישיבה,,,seating,medium,פולאובר בפולי מוט בישיבה,"The exercise 'פולאובר בפולי מוט בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פולאובר בפולי מוט בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=gDVqyiGFc3g,WEIGHT,supine,low,כפיפות בטן,"The exercise 'כפיפות בטן' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=N2KzR79PEw4,WEIGHT,seating,medium,משיכה בפולי ידיות אחיזה צרה,"The exercise 'משיכה בפולי ידיות אחיזה צרה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה בTBAR,,,standing,low,חתירה בTBAR,"The exercise 'חתירה בTBAR' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה בTBAR' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=cayygCYFCbI,WEIGHT,standing,medium,פולאובר גב למכונה,"The exercise 'פולאובר גב למכונה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=jB82UEQoD_w,WEIGHT,seating,low,גלוט-ברידג,"The exercise 'גלוט-ברידג' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=FGT3jpNgfQE,WEIGHT,,medium,לחיצת רגליים בסמיט,"The exercise 'לחיצת רגליים בסמיט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=4a0IPsCKB9Y,WEIGHT,standing,hard,דדליפט-רומני בסמיט,"The exercise 'דדליפט-רומני בסמיט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=OZX99rvVCGo,WEIGHT,standing,medium,כפיפת מרפקים מוט חופשי באחיזת פרונציה,"The exercise 'כפיפת מרפקים מוט חופשי באחיזת פרונציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=OWQ3jYCpnEo,WEIGHT,standing,medium,חתירה בהטיית גו בסמיט באחיזת סופינציה,"The exercise 'חתירה בהטיית גו בסמיט באחיזת סופינציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=eOeNczzvp3k,WEIGHT,supine,medium,כפיפת כתפיים בקרוסאובר תחתון,"The exercise 'כפיפת כתפיים בקרוסאובר תחתון' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=g8tIenV0kTc,WEIGHT,standing,medium,פשיטת-מרפקים בפולי גב למכונה,"The exercise 'פשיטת-מרפקים בפולי גב למכונה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mqQZeYBs0d8,WEIGHT,standing,medium,סקול-קראשר מוט-W בשיפוע שלילי,"The exercise 'סקול-קראשר מוט-W בשיפוע שלילי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,הרמת רגליים במכונה יעודית,"The exercise 'הרמת רגליים במכונה יעודית' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,seating,medium,פרפר במכונה יעודית חד״כ,"The exercise 'פרפר במכונה יעודית חד״כ' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=4zx6QmAH8Xc,WEIGHT,seating,medium,לחיצת רגליים במכונה יעודית איבר-בודד,"The exercise 'לחיצת רגליים במכונה יעודית איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=EsRG2os68fU,WEIGHT,,medium,לחיצת חזה צמודה,"The exercise 'לחיצת חזה צמודה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=GWl8Xj9reow,WEIGHT,seating,medium,חתירה ביורק-פולי תחתון משולש,"The exercise 'חתירה ביורק-פולי תחתון משולש' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,כפיפת מרפקים בפולי חד״כ תחתון חבל,"The exercise 'כפיפת מרפקים בפולי חד״כ תחתון חבל' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצה-פרפר בכבלים פולי אמצעי,,,seating,medium,לחיצה-פרפר בכבלים פולי אמצעי,"The exercise 'לחיצה-פרפר בכבלים פולי אמצעי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצה-פרפר בכבלים פולי אמצעי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=uEbPb2_g7YE,WEIGHT,standing,hard,מכרע-בולגרי,"The exercise 'מכרע-בולגרי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה בהטיית גו משקולות יד,,,standing,hard,חתירה בהטיית גו משקולות יד,"The exercise 'חתירה בהטיית גו משקולות יד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה בהטיית גו משקולות יד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פייס-פולס בפולי עליון בישיבה,,,seating,hard,פייס-פולס בפולי עליון בישיבה,"The exercise 'פייס-פולס בפולי עליון בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פייס-פולס בפולי עליון בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת כתפיים משקולות יד איבר-בודד בשכיבה ספה,,,standing,low,הרחקת כתפיים משקולות יד איבר-בודד בשכיבה ספה,"The exercise 'הרחקת כתפיים משקולות יד איבר-בודד בשכיבה ספה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת כתפיים משקולות יד איבר-בודד בשכיבה ספה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
דדליפט-סטיף-לג בסמית,,,standing,hard,דדליפט-סטיף-לג בסמית,"The exercise 'דדליפט-סטיף-לג בסמית' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'דדליפט-סטיף-לג בסמית' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
סיסי סקוואט,,,standing,hard,סיסי סקוואט,"The exercise 'סיסי סקוואט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'סיסי סקוואט' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת-מרפקים בפולי עליון  איבר-בודד גב למכונה,,,standing,medium,פשיטת-מרפקים בפולי עליון  איבר-בודד גב למכונה,"The exercise 'פשיטת-מרפקים בפולי עליון  איבר-בודד גב למכונה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת-מרפקים בפולי עליון  איבר-בודד גב למכונה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בפולי תחתון איבר-בודד תמיכת ספה שיפוע חיובי,,,standing,low,כפיפת מרפקים בפולי תחתון איבר-בודד תמיכת ספה שיפוע חיובי,"The exercise 'כפיפת מרפקים בפולי תחתון איבר-בודד תמיכת ספה שיפוע חיובי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי תחתון איבר-בודד תמיכת ספה שיפוע חיובי' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
כפיפת מרפקים בפולי תחתון תמיכת ירך,,,seating,medium,כפיפת מרפקים בפולי תחתון תמיכת ירך,"The exercise 'כפיפת מרפקים בפולי תחתון תמיכת ירך' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'כפיפת מרפקים בפולי תחתון תמיכת ירך' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת כתפיים משקולות יד בישיבה,,,seating,low,הרחקת כתפיים משקולות יד בישיבה,"The exercise 'הרחקת כתפיים משקולות יד בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת כתפיים משקולות יד בישיבה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=TWFcyQUclaw,WEIGHT,seating,medium,חתירה בפולי אמצע איבר-בודד,"The exercise 'חתירה בפולי אמצע איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
לחיצת כתפיים מוט חופשי - עצירה,,,seating,medium,לחיצת כתפיים מוט חופשי - עצירה,"The exercise 'לחיצת כתפיים מוט חופשי - עצירה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'לחיצת כתפיים מוט חופשי - עצירה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
פשיטת כתף משקולות יד,,,seating,medium,פשיטת כתף משקולות יד,"The exercise 'פשיטת כתף משקולות יד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'פשיטת כתף משקולות יד' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה ב טי באר,,,standing,hard,חתירה ב טי באר,"The exercise 'חתירה ב טי באר' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה ב טי באר' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
חתירה ידיות ישיבה על ספה,,,seating,medium,חתירה ידיות ישיבה על ספה,"The exercise 'חתירה ידיות ישיבה על ספה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'חתירה ידיות ישיבה על ספה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=IEsVfs3EwgA,WEIGHT,standing,low,כפיפת כתפיים כנגד פולי תחתון איבר-בודד,"The exercise 'כפיפת כתפיים כנגד פולי תחתון איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=uB0jMkOMbEI,WEIGHT,,medium,גלגלת בטן בתמיכת ברכיים,"The exercise 'גלגלת בטן בתמיכת ברכיים' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,פייס-פולס ביורק-פולי עליון,"The exercise 'פייס-פולס ביורק-פולי עליון' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=ODm3BWuGlsA,WEIGHT,,low,פשיטת גב כיסא רומי,"The exercise 'פשיטת גב כיסא רומי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=rZpqJolWnjk,WEIGHT,standing,low,עליית מתח מיד-פוזישן,"The exercise 'עליית מתח מיד-פוזישן' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=RaRHNrV_f1E,WEIGHT,standing,medium,סקוואט-באק בסמיט,"The exercise 'סקוואט-באק בסמיט' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=B1cGCXYhEus,WEIGHT,seating,medium,פולאובר ידיות בישיבה,"The exercise 'פולאובר ידיות בישיבה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,פולאובר ביורק-פולי חבל,"The exercise 'פולאובר ביורק-פולי חבל' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=wIYN4ogstTE,WEIGHT,standing,low,הרחקת כתפיים משקולות יד איבר-בודד,"The exercise 'הרחקת כתפיים משקולות יד איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=RXZeODE64gc,WEIGHT,standing,medium,הרחקת כתפיים בפולי תחתון איבר-בודד,"The exercise 'הרחקת כתפיים בפולי תחתון איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=jEWrkMMBsiA,WEIGHT,standing,hard,דדליפט-הייבריד,"The exercise 'דדליפט-הייבריד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=TFQW1N7TZYo,WEIGHT,supine,low,שכיבות-סמיכה תמיכת-ברכיים,"The exercise 'שכיבות-סמיכה תמיכת-ברכיים' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=h8W8CPxHTs0,WEIGHT,seating,medium,היפ-טרסט איבר-בודד,"The exercise 'היפ-טרסט איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=bMvvsvsSV3A,WEIGHT,supine,low,כפיפות בטן פינגווין מזרן,"The exercise 'כפיפות בטן פינגווין מזרן' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=1KSs-7nflH8,WEIGHT,supine,medium,שכיבות-סמיכה בשיפוע שלילי,"The exercise 'שכיבות-סמיכה בשיפוע שלילי' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
הרחקת ירך בפולי תחתון רצועות איבר-בודד ישיבה זקופה ספה,,,standing,medium,הרחקת ירך בפולי תחתון רצועות איבר-בודד ישיבה זקופה ספה,"The exercise 'הרחקת ירך בפולי תחתון רצועות איבר-בודד ישיבה זקופה ספה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'הרחקת ירך בפולי תחתון רצועות איבר-בודד ישיבה זקופה ספה' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=we8NCVf5qu8,WEIGHT,standing,medium,עליית מתח באחיזת סופינציה,"The exercise 'עליית מתח באחיזת סופינציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=5cDVKfZHox0,WEIGHT,supine,medium,כפיפות בטן בפולי תחתון,"The exercise 'כפיפות בטן בפולי תחתון' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mCBhYUqCAeU,WEIGHT,standing,medium,דדליפט-רומני כריעה איבר-בודד,"The exercise 'דדליפט-רומני כריעה איבר-בודד' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=o2pdPZelUpw,WEIGHT,standing,medium,דדליפט-רומני TBar,"The exercise 'דדליפט-רומני TBar' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=G2yedWlfW2A,WEIGHT,seating,hard,חתירה בקרוסאובר מוט באחיזת סופינציה,"The exercise 'חתירה בקרוסאובר מוט באחיזת סופינציה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=P-NPbl408co,WEIGHT,seating,medium,היפ-טרסט בקרוסאובר,"The exercise 'היפ-טרסט בקרוסאובר' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=BSBVrqvRk3A,WEIGHT,standing,medium,הליכת-צפרדע,"The exercise 'הליכת-צפרדע' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=EGzJEgs01jA,WEIGHT,standing,medium,הנפת-קטלבל,"The exercise 'הנפת-קטלבל' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=BdnUL4fUjxA,WEIGHT,standing,low,טוויסט קטלבל בעמידה,"The exercise 'טוויסט קטלבל בעמידה' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
